0,P2,P2 w/ testosterone,P5,P5 w/ testosterone,P11,P12,P12 w/ testosterone
ENSG00000228914.2,0,0,0,0,0,0,0
ENSG00000165202.3,0,0,0,0,0,0,0
ENSG00000280094.2,0,0,0,0,0,0,0
ENSG00000173679.2,0,0,0,0,0,0,0
ENSG00000171481.4,1,0,0,0,0,0,0
ENSG00000226783.1,8,6,1,9,10,2,2
ENSG00000136939.1,0,0,0,0,0,0,0
ENSG00000171459.4,0,0,0,0,0,0,0
ENSG00000232387.2,1,1,0,1,4,1,1
ENSG00000148215.4,0,0,0,0,0,0,0
ENSG00000136940.14,831,900,450,939,941,1122,1178
ENSG00000165204.3,0,0,0,0,0,0,0
ENSG00000233425.1,0,0,0,0,0,0,0
ENSG00000056586.16,1834,2389,895,2216,2638,3951,3851
ENSG00000212447.1,0,0,0,1,0,0,0
ENSG00000186130.5,433,418,164,374,484,579,621
ENSG00000171448.9,446,493,172,447,514,370,374
ENSG00000261094.2,47,52,34,92,73,34,68
ENSG00000286718.1,0,2,1,1,0,0,0
ENSG00000011454.18,1812,2044,880,1942,2297,2371,2786
ENSG00000222351.1,0,0,0,0,0,0,0
ENSG00000213216.2,1,0,0,0,0,1,1
ENSG00000188394.7,1,2,0,3,5,0,3
ENSG00000225078.2,1,0,0,0,0,0,0
ENSG00000236901.6,161,195,107,270,391,29,51
ENSG00000165209.19,596,614,341,736,859,298,343
ENSG00000283941.1,0,0,0,0,0,0,0
ENSG00000148204.12,0,3,1,4,19,0,2
ENSG00000119522.16,762,869,385,807,707,546,548
ENSG00000207991.1,0,0,0,1,0,0,0
ENSG00000274932.1,0,0,0,0,0,0,0
ENSG00000237336.1,0,0,0,0,0,0,0
ENSG00000230826.1,0,0,0,0,0,0,0
ENSG00000229115.1,0,0,0,0,0,0,0
ENSG00000234881.1,0,0,0,0,0,0,0
ENSG00000106689.11,25,39,5,9,31,83,85
ENSG00000236668.2,0,0,0,0,0,1,0
ENSG00000231227.1,0,0,0,0,0,0,0
ENSG00000234921.1,0,0,0,0,0,0,0
ENSG00000119408.17,3079,3945,1843,4489,3111,3113,2961
ENSG00000235204.1,0,0,0,0,0,0,0
ENSG00000227200.1,4,10,2,5,3,5,7
ENSG00000136930.13,3022,2355,1136,2352,2581,3728,3764
ENSG00000180264.11,0,0,0,0,0,0,0
ENSG00000136931.10,1,0,0,0,0,0,0
ENSG00000231149.2,0,0,0,0,0,0,0
ENSG00000148200.17,15,28,10,32,16,13,5
ENSG00000231744.1,0,0,0,0,0,0,1
ENSG00000241246.3,0,0,0,0,0,0,0
ENSG00000224020.1,13,5,4,13,10,39,40
ENSG00000207595.1,0,0,0,0,0,0,0
ENSG00000207737.1,0,1,0,2,0,0,0
ENSG00000236643.1,0,2,1,0,0,1,1
ENSG00000185585.20,5107,5700,4422,9222,5460,844,770
ENSG00000136918.7,3,0,0,3,1,1,1
ENSG00000136942.15,9330,7481,3849,7213,8943,11632,11905
ENSG00000136950.13,848,721,314,657,779,2062,2054
ENSG00000136935.14,1154,1281,386,1005,1041,1365,1582
ENSG00000199313.1,0,2,0,4,0,1,0
ENSG00000173611.18,217,296,145,370,247,307,373
ENSG00000177736.4,0,1,0,0,0,1,0
ENSG00000119414.12,1325,1171,532,1055,1338,1653,1699
ENSG00000232630.1,0,0,0,0,0,0,0
ENSG00000235332.2,0,1,0,0,0,0,0
ENSG00000136933.17,742,604,308,632,726,1207,1243
ENSG00000044574.8,71730,65943,11927,22562,50686,67396,63430
ENSG00000239705.2,0,0,0,0,0,0,0
ENSG00000165219.22,1446,1796,756,1704,1915,3032,2864
ENSG00000214593.3,4,2,0,2,4,0,2
ENSG00000200554.1,0,0,0,0,0,0,0
ENSG00000227845.2,0,0,0,0,0,0,0
ENSG00000274510.1,0,0,0,0,0,0,0
ENSG00000287782.1,1,3,1,1,0,1,0
ENSG00000119487.17,2782,2667,1291,2611,3127,4555,4623
ENSG00000243845.3,0,0,0,0,0,0,0
ENSG00000227068.1,0,0,0,0,0,0,0
ENSG00000214761.3,0,1,0,1,1,0,0
ENSG00000229582.3,1,0,1,2,0,0,0
ENSG00000167081.18,692,727,388,866,847,749,662
ENSG00000232413.1,0,0,0,0,0,0,0
ENSG00000288537.1,0,0,0,0,0,0,0
ENSG00000228392.3,0,2,1,4,0,0,0
ENSG00000196814.15,703,764,368,726,511,745,603
ENSG00000253079.1,0,0,0,1,0,0,0
ENSG00000252985.1,0,0,0,1,0,1,0
ENSG00000233721.1,0,1,0,0,0,3,0
ENSG00000279137.1,1,4,0,0,2,0,0
ENSG00000226078.1,0,0,0,0,0,0,0
ENSG00000224842.2,0,0,0,0,0,0,0
ENSG00000136944.19,1,2,0,0,0,1,0
ENSG00000238010.1,0,0,0,0,0,0,0
ENSG00000286428.1,0,0,0,0,0,0,0
ENSG00000169155.10,507,683,293,522,489,849,828
ENSG00000177125.5,687,787,385,766,848,679,628
ENSG00000136828.19,110,179,88,195,155,118,112
ENSG00000136859.10,2121,2537,1189,2414,1698,53,92
ENSG00000228487.2,0,0,0,0,0,0,0
ENSG00000136895.19,41,52,31,79,51,18,45
ENSG00000229369.1,0,0,0,0,0,0,0
ENSG00000271833.1,3,6,3,3,3,3,4
ENSG00000136856.18,177,160,107,202,168,64,106
ENSG00000196152.10,210,262,102,223,239,217,236
ENSG00000197958.13,25257,20374,10497,19389,24879,17952,19857
ENSG00000201302.1,6,3,0,1,2,2,7
ENSG00000148356.14,523,557,234,540,558,554,534
ENSG00000200788.1,0,1,0,1,0,0,3
ENSG00000136830.12,9023,9528,4331,9367,9446,23084,25885
ENSG00000136854.23,798,878,414,890,923,1831,1862
ENSG00000279571.3,2,4,0,1,4,3,2
ENSG00000187024.15,227,208,65,148,118,156,212
ENSG00000283874.1,0,0,0,0,0,0,0
ENSG00000160401.15,4,3,0,5,1,1,0
ENSG00000167094.16,2,2,0,0,0,0,1
ENSG00000160404.18,223,199,89,214,259,157,153
ENSG00000095370.20,16,12,3,6,6,2,1
ENSG00000286196.1,0,0,0,0,0,0,0
ENSG00000136807.14,1206,1149,541,1035,1191,1306,1346
ENSG00000283863.1,0,0,0,0,0,0,0
ENSG00000284547.1,0,0,0,0,0,0,0
ENSG00000136877.15,889,801,366,760,858,1162,1215
ENSG00000106991.14,3166,3034,1214,2415,4159,2179,1890
ENSG00000225032.5,20,29,18,41,31,15,22
ENSG00000222421.1,0,0,0,0,0,1,0
ENSG00000222455.1,0,0,0,0,0,0,0
ENSG00000106992.19,366,350,159,264,487,387,345
ENSG00000257524.6,1,4,1,1,8,7,7
ENSG00000263979.1,0,0,0,0,1,0,0
ENSG00000160408.14,5,8,4,11,14,16,12
ENSG00000136840.19,798,728,263,553,698,551,598
ENSG00000167103.12,62,52,21,38,28,166,183
ENSG00000227218.7,0,0,0,0,0,0,0
ENSG00000136908.18,873,744,340,743,774,702,764
ENSG00000167106.12,3562,3682,1488,3142,3977,2244,1972
ENSG00000230848.1,0,0,0,0,0,0,0
ENSG00000171169.9,224,210,100,190,203,288,289
ENSG00000148339.12,473,451,199,417,469,412,481
ENSG00000230536.1,0,0,0,0,0,0,0
ENSG00000234771.3,61,89,22,44,75,160,201
ENSG00000148334.15,1030,860,448,802,929,859,1039
ENSG00000232850.3,16,9,3,18,12,4,11
ENSG00000148346.12,14,5,4,5,11,2,1
ENSG00000171159.5,1415,1138,620,1164,931,1180,1455
ENSG00000148337.21,4261,4110,1775,3876,4734,4135,3870
ENSG00000106976.21,2341,3083,1252,3025,3189,5373,3933
ENSG00000207581.1,0,0,0,1,0,0,0
ENSG00000264823.3,0,0,0,0,0,0,0
ENSG00000167110.18,4580,5284,2072,4779,5548,6723,6924
ENSG00000175854.13,674,587,269,533,594,1295,1282
ENSG00000167112.10,940,914,395,784,893,966,1044
ENSG00000272696.1,10,16,2,9,12,17,21
ENSG00000167113.11,788,999,342,931,787,1303,1251
ENSG00000167114.13,956,932,437,916,964,1198,1105
ENSG00000223551.1,92,67,41,72,41,29,37
ENSG00000167118.11,1456,1223,630,1224,1406,1413,1491
ENSG00000207955.5,0,0,0,0,0,0,0
ENSG00000284185.1,0,0,0,0,0,0,0
ENSG00000283335.1,0,0,0,0,1,0,0
ENSG00000167123.19,5138,4781,2439,5034,4982,12350,12040
ENSG00000273186.1,13,6,4,13,2,23,26
ENSG00000228510.2,10,7,3,4,13,43,52
ENSG00000136811.16,1478,1637,611,1555,1544,1958,1986
ENSG00000225951.1,0,1,0,0,1,0,0
ENSG00000119392.15,821,779,398,915,738,792,860
ENSG00000228395.2,18,27,14,18,22,22,15
ENSG00000238406.1,1,0,0,0,1,0,1
ENSG00000197694.18,9534,11827,4962,11538,12899,24120,24556
ENSG00000280474.1,0,0,0,0,0,2,0
ENSG00000280758.1,3,6,1,4,9,3,7
ENSG00000119333.11,965,893,422,759,987,588,664
ENSG00000227759.2,0,0,0,0,0,0,0
ENSG00000234705.2,6,0,2,3,1,3,4
ENSG00000119335.17,11127,10250,4797,9168,10310,9099,9745
ENSG00000160447.7,145,164,80,170,249,16,19
ENSG00000264438.2,0,0,0,0,0,0,0
ENSG00000160446.19,241,228,103,190,229,188,246
ENSG00000223478.1,27,20,7,11,9,60,48
ENSG00000160445.11,1922,1890,892,1925,2104,2218,2326
ENSG00000203286.5,0,5,0,6,3,5,3
ENSG00000107021.16,1364,1300,595,1174,1185,1281,1233
ENSG00000167136.7,253,179,108,207,259,281,277
ENSG00000198917.13,1,6,0,5,2,3,1
ENSG00000286112.1,0,1,1,1,1,2,3
ENSG00000171097.14,2,8,0,2,5,5,8
ENSG00000136802.12,2177,2286,1035,2278,1890,5160,3982
ENSG00000175287.19,247,243,172,373,158,24,34
ENSG00000251184.1,0,0,0,0,0,0,0
ENSG00000175283.8,957,796,329,681,806,694,730
ENSG00000095319.14,2167,2486,927,2104,2473,1835,1805
ENSG00000267834.1,3,3,1,4,1,2,1
ENSG00000148341.18,1100,1269,643,1596,874,690,741
ENSG00000148343.18,491,679,293,672,564,805,822
ENSG00000287234.1,0,0,1,2,1,0,0
ENSG00000167130.18,465,426,162,372,527,530,546
ENSG00000095321.17,1447,1302,657,1241,1425,1760,1691
ENSG00000234055.1,0,0,0,0,1,0,0
ENSG00000119383.20,2494,2255,1245,2493,2808,2830,2910
ENSG00000235007.3,0,0,0,0,0,0,0
ENSG00000268707.1,7,4,1,1,2,1,2
ENSG00000188483.8,2347,2215,880,1722,1313,1715,1107
ENSG00000204055.5,16,10,8,9,3,4,3
ENSG00000224307.2,0,0,0,0,0,0,0
ENSG00000179082.3,1,10,0,2,4,0,0
ENSG00000268615.1,1,0,0,0,2,0,1
ENSG00000233901.6,179,152,81,172,207,142,129
ENSG00000242281.3,0,0,0,0,0,0,0
ENSG00000236146.2,0,0,0,0,0,0,0
ENSG00000230676.1,0,0,0,0,0,0,0
ENSG00000226355.2,1,0,0,1,0,0,0
ENSG00000204054.14,1585,1608,1077,2333,2205,1164,1171
ENSG00000261334.1,0,0,0,0,0,0,0
ENSG00000286078.1,3,1,4,2,3,0,1
ENSG00000227619.3,1,1,0,0,0,7,4
ENSG00000148335.15,633,550,219,439,535,931,980
ENSG00000179058.7,11,7,2,5,2,6,4
ENSG00000148331.12,688,701,366,736,769,855,888
ENSG00000234789.1,0,0,0,0,0,0,0
ENSG00000167157.11,72,49,29,61,115,1,1
ENSG00000236024.1,0,0,0,0,0,0,1
ENSG00000148344.11,20,15,16,28,32,10,19
ENSG00000233909.1,0,0,0,0,0,0,0
ENSG00000136816.16,1138,1130,522,1113,1381,3103,2824
ENSG00000136827.12,1341,1231,619,1238,1363,3269,3277
ENSG00000136819.15,1412,1235,596,1266,1232,2103,2099
ENSG00000136878.14,727,741,385,834,814,913,955
ENSG00000276124.1,0,0,0,1,0,0,1
ENSG00000224988.1,0,0,0,0,0,0,0
ENSG00000187239.17,1184,1299,585,1264,1277,1472,1528
ENSG00000230684.1,0,0,0,0,0,0,0
ENSG00000270755.1,2,0,1,0,0,0,0
ENSG00000148358.19,4993,5924,2093,4827,6312,9832,9133
ENSG00000223188.1,0,0,0,0,0,1,1
ENSG00000196979.1,3,2,1,0,0,3,1
ENSG00000107130.10,1067,1095,579,1178,1251,3088,2649
ENSG00000148357.16,1,3,3,4,1,1,1
ENSG00000264169.2,0,0,0,0,0,0,0
ENSG00000130707.18,10668,9131,5137,9592,10611,3297,4075
ENSG00000107164.16,2055,2300,949,1992,2674,3992,3911
ENSG00000277713.1,0,0,0,0,1,0,0
ENSG00000232172.1,0,0,0,0,0,0,0
ENSG00000130711.5,1,0,0,0,1,6,18
ENSG00000130713.16,457,491,207,497,473,387,461
ENSG00000097007.19,4897,5748,2930,6686,4968,6096,4803
ENSG00000288570.1,0,0,0,0,0,0,0
ENSG00000224797.1,0,0,0,0,0,0,0
ENSG00000188710.3,0,0,0,0,0,0,0
ENSG00000130720.13,15,11,0,5,4,308,301
ENSG00000236658.1,0,0,0,0,0,0,1
ENSG00000050555.18,8,8,6,20,85,43,53
ENSG00000252582.1,0,0,0,0,0,0,0
ENSG00000126878.13,6,14,14,20,59,21,31
ENSG00000126883.17,1563,1922,777,1875,1616,1755,1725
ENSG00000252622.1,0,0,0,0,0,0,0
ENSG00000236986.6,0,0,1,0,0,0,0
ENSG00000246851.1,0,0,0,0,0,0,0
ENSG00000226987.1,0,0,0,0,0,0,0
ENSG00000126882.13,58,70,26,83,56,77,74
ENSG00000286547.1,0,0,0,0,0,0,0
ENSG00000160539.6,7,2,5,11,4,2,1
ENSG00000285287.1,0,0,0,0,0,0,0
ENSG00000130723.20,5629,8670,3692,9647,9096,10608,9680
ENSG00000235284.1,0,2,0,1,3,0,2
ENSG00000231587.1,8,12,5,17,12,6,9
ENSG00000176868.2,3,5,3,3,4,4,6
ENSG00000130714.17,1161,1120,620,1294,1358,1140,1187
ENSG00000230289.1,0,0,0,0,0,0,0
ENSG00000130717.13,806,751,335,813,787,677,668
ENSG00000283526.1,0,0,0,0,0,1,0
ENSG00000107263.18,2524,3212,1149,2525,3162,2727,2680
ENSG00000240853.3,0,0,0,0,0,0,0
ENSG00000231018.1,0,0,0,0,1,0,0
ENSG00000212395.1,0,0,0,0,0,0,0
ENSG00000236687.1,0,0,0,0,0,0,0
ENSG00000160563.14,422,359,178,353,500,657,763
ENSG00000196358.11,40,37,23,54,43,265,204
ENSG00000107290.14,3236,4564,1677,3978,4026,5819,6028
ENSG00000125482.13,363,304,125,314,313,374,364
ENSG00000188523.8,1,1,1,1,2,0,2
ENSG00000252521.1,0,0,0,0,0,0,0
ENSG00000125492.10,0,0,0,1,0,0,0
ENSG00000125485.17,463,573,230,435,434,768,704
ENSG00000125484.12,1490,1829,817,1785,1923,2005,1999
ENSG00000165695.10,25,19,4,6,14,37,33
ENSG00000224992.2,4,4,0,4,5,0,3
ENSG00000165698.16,150,127,82,116,107,237,227
ENSG00000165699.15,1890,2636,982,2761,2348,2321,2419
ENSG00000165702.14,0,1,0,0,0,0,4
ENSG00000263816.1,0,0,0,0,0,0,0
ENSG00000234907.1,0,0,0,0,0,0,0
ENSG00000238558.1,0,0,0,0,0,0,0
ENSG00000196205.8,11718,11409,5153,11699,14010,15436,16713
ENSG00000148308.18,1132,1061,524,1206,1203,951,1093
ENSG00000273932.1,0,1,0,0,1,0,0
ENSG00000170835.16,24,15,13,33,29,18,32
ENSG00000170827.9,0,0,0,1,0,0,0
ENSG00000160271.16,32,46,33,53,63,64,64
ENSG00000285245.1,0,0,0,0,0,0,0
ENSG00000148288.13,46,34,30,61,118,29,27
ENSG00000171102.14,0,0,0,0,0,1,0
ENSG00000119440.8,0,0,0,0,0,0,0
ENSG00000175164.15,0,0,0,2,0,0,0
ENSG00000201843.1,0,0,0,0,0,0,0
ENSG00000204031.3,0,0,0,0,0,0,0
ENSG00000148296.7,1012,1011,445,864,1032,1633,1562
ENSG00000201451.1,0,2,0,0,1,6,3
ENSG00000148297.16,1235,1443,519,1106,1347,882,1002
ENSG00000230064.1,0,0,0,0,0,0,0
ENSG00000148303.17,30728,25368,13459,26443,31094,20368,23610
ENSG00000206611.1,0,0,0,0,0,0,0
ENSG00000200831.1,0,0,0,0,0,0,0
ENSG00000199744.1,0,0,0,0,0,0,0
ENSG00000252542.1,0,0,0,0,0,0,0
ENSG00000148290.10,670,581,236,451,545,602,626
ENSG00000148291.10,276,179,95,186,178,284,269
ENSG00000148248.14,12255,11551,5278,10451,12807,21096,20237
ENSG00000198870.8,14,17,9,22,28,20,23
ENSG00000148300.12,934,912,448,1014,1004,1120,1183
ENSG00000160323.18,121,151,97,263,192,139,167
ENSG00000160325.14,470,493,250,556,495,346,403
ENSG00000160326.14,43,34,12,17,65,543,483
ENSG00000187616.5,0,0,0,0,1,2,0
ENSG00000197859.11,30,27,38,51,118,5,4
ENSG00000196990.9,0,0,1,0,0,0,0
ENSG00000261018.1,0,0,0,0,0,0,0
ENSG00000123454.12,0,1,0,0,0,0,1
ENSG00000225756.1,2,2,1,2,1,11,15
ENSG00000123453.18,13,13,8,8,18,51,51
ENSG00000160293.17,716,848,347,766,734,2458,2091
ENSG00000235106.10,727,724,321,644,811,1085,1221
ENSG00000169925.17,1788,2009,1042,2245,2413,1468,1425
ENSG00000235138.1,0,0,0,0,1,0,0
ENSG00000271525.1,18,25,5,8,8,17,17
ENSG00000273249.1,5,4,1,2,4,2,0
ENSG00000196363.9,1406,1331,576,1214,1414,1311,1371
ENSG00000221676.1,4,5,2,7,1,4,7
ENSG00000273473.1,0,6,1,3,1,4,0
ENSG00000223729.1,0,0,0,0,0,0,0
ENSG00000279929.1,0,0,0,0,0,0,0
ENSG00000186350.12,1611,1948,819,1932,2027,1643,1631
ENSG00000263897.1,0,0,0,0,0,0,0
ENSG00000223795.2,0,0,0,0,0,1,0
ENSG00000228877.2,0,0,0,0,0,0,1
ENSG00000227150.1,0,0,0,0,0,0,0
ENSG00000130635.16,80669,99300,38688,89614,121941,173664,168463
ENSG00000204011.5,0,0,0,0,0,0,1
ENSG00000286502.1,16,22,13,33,29,13,21
ENSG00000264744.1,0,0,0,0,0,0,0
ENSG00000265872.1,0,0,0,0,0,0,0
ENSG00000265848.1,0,0,0,0,0,0,0
ENSG00000264163.1,0,0,0,0,0,0,0
ENSG00000264136.1,0,0,0,0,0,0,0
ENSG00000266827.1,0,0,0,0,0,0,0
ENSG00000266514.1,0,0,0,0,0,0,0
ENSG00000232355.2,0,0,0,0,0,1,0
ENSG00000160339.16,0,0,0,0,0,0,0
ENSG00000085265.11,0,0,0,0,0,0,0
ENSG00000236403.2,0,0,0,0,0,0,0
ENSG00000279935.1,0,0,0,0,0,0,1
ENSG00000130558.20,20,26,13,21,26,499,383
ENSG00000227958.1,0,0,0,0,0,0,0
ENSG00000233936.1,0,0,0,0,0,0,0
ENSG00000178243.4,0,0,0,0,0,0,0
ENSG00000235572.3,0,0,0,0,0,0,0
ENSG00000224682.1,0,0,0,0,0,0,0
ENSG00000225361.4,46,54,24,60,29,111,110
ENSG00000196422.11,585,712,266,546,502,813,704
ENSG00000160345.13,130,82,32,61,41,102,86
ENSG00000122140.11,1054,922,375,790,879,967,898
ENSG00000226706.1,0,2,2,0,1,0,0
ENSG00000160349.9,1,0,0,0,0,25,20
ENSG00000122136.13,0,0,0,0,0,2,0
ENSG00000122133.17,0,4,0,3,1,4,2
ENSG00000237339.5,0,0,0,0,0,0,0
ENSG00000224045.1,0,1,0,0,0,0,0
ENSG00000236543.3,0,0,0,0,0,0,0
ENSG00000204007.7,0,0,1,0,0,6,1
ENSG00000148386.9,0,0,73,198,1,698,724
ENSG00000165643.11,0,0,0,0,0,0,0
ENSG00000107147.14,1,0,0,0,0,0,0
ENSG00000130559.19,1220,1580,569,1379,1348,2493,2199
ENSG00000238058.2,23,42,10,46,19,67,50
ENSG00000130560.9,1106,937,538,1101,1076,1335,1364
ENSG00000148411.8,1329,1630,512,1203,1356,3299,2822
ENSG00000260193.1,7,3,2,10,11,18,19
ENSG00000238227.8,2115,2145,748,1603,1749,1736,1743
ENSG00000275329.1,4,5,2,5,10,34,45
ENSG00000107187.17,0,0,0,0,0,0,0
ENSG00000165661.17,836,953,312,755,1074,1549,1478
ENSG00000260220.7,1,2,0,0,2,3,1
ENSG00000279813.1,0,0,0,0,0,0,0
ENSG00000283769.1,0,0,0,0,0,0,0
ENSG00000262075.3,5,4,3,4,5,13,17
ENSG00000160360.13,1643,2059,711,1756,1839,2988,2967
ENSG00000213221.5,4,6,1,5,9,0,1
ENSG00000187796.15,14,18,5,23,22,41,38
ENSG00000165684.4,329,392,182,436,399,825,723
ENSG00000165689.17,948,909,443,877,865,1223,1187
ENSG00000165688.12,1159,1126,502,1132,1121,1922,1976
ENSG00000148384.14,441,502,242,548,488,453,407
ENSG00000148396.18,4414,6062,2190,5097,5414,10744,10201
ENSG00000196366.3,9,9,1,6,13,4,10
ENSG00000148400.12,398,584,276,699,475,1469,1205
ENSG00000263403.1,0,0,0,0,0,0,0
ENSG00000227512.1,0,0,0,0,0,0,0
ENSG00000265181.1,0,0,0,0,0,0,0
ENSG00000237886.1,10,12,6,7,9,3,6
ENSG00000279141.3,0,0,0,0,0,0,0
ENSG00000228401.5,0,0,0,0,0,0,0
ENSG00000172889.16,70,65,34,81,121,549,546
ENSG00000199161.1,0,0,0,0,0,0,0
ENSG00000169692.13,649,546,293,575,460,1106,1076
ENSG00000165716.11,30,31,19,32,96,25,21
ENSG00000233016.7,1955,1728,851,1746,2534,1389,1560
ENSG00000280496.1,0,0,0,0,0,0,0
ENSG00000276161.1,0,0,0,0,0,0,0
ENSG00000274998.1,0,0,0,0,0,0,0
ENSG00000281808.1,0,0,0,0,0,0,0
ENSG00000274356.1,0,0,0,0,0,0,0
ENSG00000187922.14,0,0,0,0,0,0,0
ENSG00000204003.8,0,0,0,0,0,0,0
ENSG00000267206.6,0,0,0,0,0,0,0
ENSG00000278756.1,0,0,0,0,0,0,0
ENSG00000204001.9,0,0,0,0,0,0,0
ENSG00000177984.7,0,0,0,0,0,0,0
ENSG00000224662.2,0,0,0,0,0,0,0
ENSG00000244187.8,250,189,94,197,116,110,132
ENSG00000272896.1,0,0,0,0,0,0,0
ENSG00000213213.14,4,5,4,7,11,41,50
ENSG00000273066.5,12,8,3,15,12,17,11
ENSG00000272679.1,0,0,0,0,0,0,0
ENSG00000228544.1,24,48,11,44,5,38,29
ENSG00000196642.19,1542,1583,708,1586,1507,2434,2621
ENSG00000213212.3,1,0,0,1,0,0,3
ENSG00000265806.1,5,7,5,13,8,5,7
ENSG00000232434.2,155,178,73,194,162,340,400
ENSG00000054148.18,1722,1390,741,1431,1785,1799,1994
ENSG00000177943.14,106,140,37,102,106,36,54
ENSG00000107223.13,4194,3385,1657,3104,3112,5218,5277
ENSG00000127191.18,203,211,98,235,154,251,284
ENSG00000266507.1,1,0,0,1,0,1,1
ENSG00000213590.2,1,0,0,0,1,0,0
ENSG00000260190.1,4,6,1,0,1,5,1
ENSG00000159069.14,2447,2213,948,1908,2382,2609,2862
ENSG00000176919.13,5,2,3,3,4,8,10
ENSG00000184925.12,1,0,1,1,1,1,1
ENSG00000198454.2,0,0,0,0,0,0,0
ENSG00000107317.13,475,549,662,1461,289,14,26
ENSG00000284341.1,0,0,0,0,0,0,0
ENSG00000214402.7,59,100,175,520,60,17,33
ENSG00000148362.11,337,316,177,385,418,371,443
ENSG00000169583.13,6,4,8,15,21,186,243
ENSG00000107331.17,1622,2074,903,2119,2276,2898,2990
ENSG00000180539.8,0,0,1,1,0,0,1
ENSG00000180549.8,0,0,1,0,0,0,1
ENSG00000279073.3,0,0,0,0,0,0,0
ENSG00000107281.10,1559,1620,986,1892,2121,1695,1969
ENSG00000054179.12,48,57,18,37,106,0,1
ENSG00000236394.2,0,0,0,0,0,0,0
ENSG00000229257.2,0,0,0,1,0,0,0
ENSG00000186193.9,136,147,40,75,209,8,20
ENSG00000231864.2,0,0,0,2,0,1,0
ENSG00000197355.11,2148,2374,763,1747,1272,567,583
ENSG00000268996.3,57,35,22,30,27,44,50
ENSG00000177239.15,3584,3656,1527,3254,3449,7403,7358
ENSG00000199411.1,0,1,0,0,0,0,0
ENSG00000176978.14,2771,2657,995,1863,1970,1095,1168
ENSG00000176884.16,2,0,0,0,0,18,19
ENSG00000184709.7,0,0,0,0,0,0,0
ENSG00000261793.1,0,0,0,0,0,0,0
ENSG00000263697.1,0,0,0,0,0,0,0
ENSG00000185863.8,0,0,0,0,0,0,0
ENSG00000176248.9,969,1034,447,996,1000,1133,1163
ENSG00000176101.12,1094,962,447,763,1039,1279,1294
ENSG00000176058.13,519,500,188,428,536,715,694
ENSG00000187713.7,803,712,364,773,770,728,901
ENSG00000188566.14,325,391,154,368,364,349,381
ENSG00000284976.1,257,251,84,210,290,225,257
ENSG00000212864.3,148,113,58,111,183,16,35
ENSG00000197191.6,12,14,0,11,10,34,29
ENSG00000233198.4,1,2,0,0,0,1,1
ENSG00000198569.10,2,2,0,0,0,0,1
ENSG00000188229.6,3157,2662,1126,2207,2824,3502,3936
ENSG00000188163.8,4,5,1,4,1,2,0
ENSG00000275549.1,2,16,4,19,3,1,4
ENSG00000197768.10,1,2,0,0,0,0,0
ENSG00000188986.8,1569,1455,711,1425,1628,1511,1711
ENSG00000198113.3,450,450,185,372,815,1253,1128
ENSG00000270259.2,0,0,0,0,0,0,6
ENSG00000260996.1,0,0,0,0,0,0,0
ENSG00000288234.1,0,0,0,0,0,0,0
ENSG00000198435.4,4,4,2,8,0,10,3
ENSG00000187609.16,201,261,91,214,161,167,189
ENSG00000188747.8,66,48,23,62,31,12,10
ENSG00000188833.10,0,1,2,0,1,0,0
ENSG00000165802.23,1475,1561,624,1470,1328,1088,1347
ENSG00000284317.1,0,0,0,0,0,0,0
ENSG00000130653.16,104,155,57,147,64,72,61
ENSG00000182154.8,828,743,340,609,621,1587,1819
ENSG00000148399.13,584,645,239,634,526,668,801
ENSG00000165724.6,733,630,234,536,784,1002,1062
ENSG00000197070.14,260,274,128,254,219,280,359
ENSG00000283411.1,0,0,0,0,0,0,0
ENSG00000203993.6,312,350,146,339,290,369,348
ENSG00000181090.21,1589,1985,839,2047,2154,2272,2164
ENSG00000274841.1,0,0,0,0,0,0,0
ENSG00000233998.1,0,0,0,0,0,0,0
ENSG00000255585.3,2,0,0,2,1,0,1
ENSG00000207693.1,0,2,0,0,0,0,0
ENSG00000203987.3,0,0,0,0,0,0,0
ENSG00000148408.13,3,10,1,5,13,143,108
ENSG00000276388.1,0,0,0,0,0,0,0
ENSG00000229926.1,0,0,0,0,0,0,0
ENSG00000159247.13,0,0,0,0,0,0,0
ENSG00000278130.1,0,0,0,0,0,0,0
ENSG00000237419.1,0,0,0,0,0,0,0
ENSG00000233013.10,0,0,0,0,0,3,1
ENSG00000223256.1,0,0,0,0,0,0,0
ENSG00000250210.5,0,0,0,0,0,0,0
ENSG00000286255.1,0,0,0,0,0,0,0
ENSG00000260370.1,0,0,0,0,0,0,0
ENSG00000237297.1,0,0,0,0,0,0,0
ENSG00000261456.6,1,0,3,7,0,1,0
ENSG00000232420.2,0,0,0,0,0,0,0
ENSG00000015171.20,2795,3001,1467,3104,3155,2997,3056
ENSG00000276662.1,0,0,0,0,0,0,0
ENSG00000212331.1,0,0,0,0,0,0,0
ENSG00000151240.17,2264,2912,1048,2201,2716,3725,3296
ENSG00000201861.1,0,0,0,4,2,1,0
ENSG00000239822.3,0,0,0,0,2,0,0
ENSG00000233021.2,0,0,0,0,0,0,0
ENSG00000225140.1,6,5,0,4,3,1,1
ENSG00000263511.1,0,0,0,0,0,0,0
ENSG00000180525.13,0,1,0,0,1,0,1
ENSG00000231601.1,0,0,0,0,0,0,0
ENSG00000107929.15,1478,1672,666,1482,1555,2427,2357
